,Season,Round,Date,Team_Home,Team_Away,Ball_possession_home,Ball_possession_away,Goal_sit_home,Goal_sit_away,Shots_target_home,Shots_target_away,Shots_no_target_home,Shots_no_target_away,Corners_home,Corners_away,Offsides_home,Offsides_away,GK_inter_home,GK_inter_away,Fauls_home,Fauls_away,Yellow_home,Yellow_away,Red_home,Red_away,Goals_home,Goals_away,Result
1606,2018-2019,2,2018-07-29 18:00:00,Lech Poznań,Cracovia,54,46,9,4,5,0,4,4,4,3,3,2,0,3,17,10,1,1,0,0,2,0,W
1607,2018-2019,2,2018-07-30 18:00:00,Pogoń Szczecin,Piast Gliwice,52,48,17,6,3,3,14,3,8,4,0,2,1,3,15,14,2,1,0,0,0,2,L
1608,2018-2019,3,2018-03-08 18:00:00,Wisła Płock,Korona Kielce,55,45,2,11,1,4,1,7,2,5,4,1,2,0,16,16,6,3,1,0,1,2,L
1609,2018-2019,3,2018-03-08 20:30:00,Zagłębie Sosnowiec,Pogoń Szczecin,59,41,9,10,5,2,4,8,2,12,1,6,2,2,21,20,2,3,0,0,3,0,W
1610,2018-2019,3,2018-04-08 18:00:00,Piast Gliwice,Zagłębie Lubin,60,40,8,8,5,3,3,5,10,2,2,2,2,3,10,15,0,2,0,0,2,1,W
1611,2018-2019,3,2018-04-08 20:30:00,Legia Warszawa,Lechia Gdańsk,50,50,9,6,4,3,5,3,7,7,4,7,3,4,12,20,0,3,0,0,0,0,D
1612,2018-2019,3,2018-05-08 15:30:00,Śląsk Wrocław,Lech Poznań,51,49,5,7,1,3,4,4,5,3,15,2,2,1,19,24,2,2,0,0,0,1,L
1613,2018-2019,3,2018-05-08 18:00:00,Jagiellonia Białystok,Wisła Kraków,47,53,11,10,6,4,5,6,8,6,3,2,4,5,13,13,1,1,0,1,1,0,W
1614,2018-2019,3,2018-05-08 18:00:00,Miedź Legnica,Górnik Zabrze,55,45,12,10,5,8,7,2,4,4,1,3,5,4,16,8,1,2,0,0,1,3,L
1615,2018-2019,3,2018-06-08 18:00:00,Cracovia,Arka Gdynia,45,55,16,8,3,2,13,6,8,5,1,1,2,3,11,13,1,2,0,0,0,0,D
1616,2018-2019,4,2018-08-13 18:00:00,Korona Kielce,Śląsk Wrocław,47,53,7,9,3,4,4,5,2,5,2,1,3,2,15,18,1,4,0,0,2,1,W
1617,2018-2019,4,2018-10-08 18:00:00,Lechia Gdańsk,Miedź Legnica,49,51,9,17,5,5,4,12,2,6,2,2,5,3,14,14,2,1,0,0,2,0,W
1618,2018-2019,4,2018-10-08 20:30:00,Wisła Kraków,Wisła Płock,59,41,18,7,6,3,12,4,4,3,2,4,2,5,15,18,2,5,0,1,1,1,D
1619,2018-2019,4,2018-11-08 18:00:00,Pogoń Szczecin,Cracovia,52,48,5,6,1,4,4,2,6,6,2,0,3,1,15,11,4,5,0,0,1,1,D
1620,2018-2019,4,2018-11-08 20:30:00,Arka Gdynia,Górnik Zabrze,48,52,13,14,4,5,9,9,7,2,0,2,4,3,16,17,2,3,0,1,1,1,D
1621,2018-2019,4,2018-12-08 15:30:00,Piast Gliwice,Legia Warszawa,48,52,12,13,4,6,8,7,9,6,2,5,3,3,14,12,2,1,1,0,1,3,L
1622,2018-2019,4,2018-12-08 18:00:00,Lech Poznań,Zagłębie Sosnowiec,67,33,15,15,7,4,8,11,4,3,0,3,4,3,8,16,2,3,0,0,4,0,W
1623,2018-2019,4,2018-12-08 18:00:00,Zagłębie Lubin,Jagiellonia Białystok,56,44,15,9,4,4,11,5,8,2,3,0,2,4,14,17,1,2,0,0,0,2,L
1624,2018-2019,5,2018-08-17 18:00:00,Cracovia,Zagłębie Lubin,51,49,19,10,6,3,13,7,9,5,2,2,2,6,14,26,0,5,0,0,0,1,L
1625,2018-2019,5,2018-08-17 20:30:00,Miedź Legnica,Korona Kielce,53,47,13,10,6,2,7,8,6,7,0,0,1,5,15,15,0,1,0,0,1,1,D
1626,2018-2019,5,2018-08-18 18:00:00,Wisła Płock,Arka Gdynia,53,47,14,7,5,5,9,2,8,3,0,2,2,4,10,17,0,2,0,0,1,3,L
1627,2018-2019,5,2018-08-18 20:30:00,Górnik Zabrze,Lechia Gdańsk,56,44,12,9,4,5,8,4,2,5,2,1,3,4,15,13,0,8,0,0,0,2,L
1628,2018-2019,5,2018-08-19 15:30:00,Legia Warszawa,Zagłębie Sosnowiec,55,45,8,3,4,2,4,1,2,4,3,3,1,2,13,13,2,2,0,0,2,1,W
1629,2018-2019,5,2018-08-19 18:00:00,Jagiellonia Białystok,Piast Gliwice,44,56,10,7,3,2,7,5,8,5,0,1,1,1,11,17,2,1,0,0,2,1,W
1630,2018-2019,5,2018-08-19 18:00:00,Lech Poznań,Wisła Kraków,53,47,13,12,5,9,8,3,5,2,0,2,4,3,14,13,4,3,0,0,2,5,L
1631,2018-2019,5,2018-08-20 18:00:00,Śląsk Wrocław,Pogoń Szczecin,43,57,11,13,2,4,9,9,7,3,2,1,4,2,13,11,1,0,0,0,0,0,D
1632,2018-2019,6,2018-08-24 18:00:00,Piast Gliwice,Cracovia,48,52,14,6,6,4,8,2,6,4,0,1,3,3,19,17,3,3,0,1,3,1,W
1633,2018-2019,6,2018-08-24 20:30:00,Korona Kielce,Arka Gdynia,53,47,27,9,10,5,17,4,5,5,1,3,4,8,11,9,2,3,0,0,2,1,W
1634,2018-2019,6,2018-08-25 18:00:00,Pogoń Szczecin,Lechia Gdańsk,51,49,16,9,6,4,10,5,12,3,0,2,2,4,17,12,0,2,0,0,2,3,L
1635,2018-2019,6,2018-08-25 20:30:00,Wisła Kraków,Górnik Zabrze,58,42,16,13,7,4,9,9,9,11,5,1,4,4,12,12,2,1,0,0,3,0,W
1636,2018-2019,6,2018-08-26 15:30:00,Jagiellonia Białystok,Miedź Legnica,55,45,12,13,4,6,8,7,4,5,1,2,3,2,12,16,2,1,0,0,2,3,L
1637,2018-2019,6,2018-08-26 15:30:00,Legia Warszawa,Wisła Płock,59,41,6,14,4,6,2,8,5,4,1,3,2,3,20,20,4,2,1,0,1,4,L
1638,2018-2019,6,2018-08-26 18:00:00,Zagłębie Lubin,Lech Poznań,30,70,13,14,8,2,5,12,5,6,9,2,1,6,11,14,0,2,0,0,2,1,W
1639,2018-2019,6,2018-08-27 18:00:00,Zagłębie Sosnowiec,Śląsk Wrocław,64,36,17,13,9,8,8,5,11,3,0,0,5,6,14,13,3,2,0,0,3,3,D
1640,2018-2019,7,2018-01-09 15:30:00,Arka Gdynia,Zagłębie Sosnowiec,57,43,13,9,7,6,6,3,2,5,2,1,4,5,17,13,3,4,0,0,2,2,D
1641,2018-2019,7,2018-01-09 18:00:00,Śląsk Wrocław,Wisła Kraków,39,61,21,12,8,2,13,10,6,6,2,0,1,8,20,9,4,3,0,0,0,1,L
1642,2018-2019,7,2018-01-09 20:30:00,Lech Poznań,Piast Gliwice,62,38,15,10,7,3,8,7,4,2,0,4,2,6,17,11,4,1,0,0,1,1,D
1643,2018-2019,7,2018-02-09 15:30:00,Miedź Legnica,Zagłębie Lubin,46,54,20,12,8,5,12,7,5,4,0,4,5,6,13,12,2,2,0,0,2,0,W
1644,2018-2019,7,2018-02-09 15:30:00,Wisła Płock,Jagiellonia Białystok,64,36,9,12,4,5,5,7,6,3,3,2,4,3,8,18,1,4,0,0,1,1,D
1645,2018-2019,7,2018-02-09 18:00:00,Cracovia,Legia Warszawa,64,36,15,7,2,3,13,4,5,3,1,0,3,2,20,14,3,3,0,1,0,0,D
1646,2018-2019,7,2018-08-31 18:00:00,Górnik Zabrze,Pogoń Szczecin,38,62,11,12,3,5,8,7,2,8,4,3,4,2,16,16,3,2,1,0,1,1,D
1647,2018-2019,7,2018-08-31 20:30:00,Lechia Gdańsk,Korona Kielce,52,48,6,14,3,5,3,9,1,6,0,0,5,1,22,18,5,4,0,0,2,0,W
1648,2018-2019,8,2018-09-14 18:00:00,Zagłębie Lubin,Śląsk Wrocław,49,51,15,11,5,6,10,5,5,9,1,3,6,1,11,15,2,4,0,1,4,0,W
1649,2018-2019,8,2018-09-14 20:30:00,Jagiellonia Białystok,Cracovia,56,44,10,12,6,2,4,10,4,4,0,1,1,3,15,14,3,3,0,0,3,1,W
1650,2018-2019,8,2018-09-15 15:30:00,Wisła Płock,Miedź Legnica,54,46,11,11,6,4,5,7,8,7,0,0,2,4,10,15,1,0,0,0,2,2,D
1651,2018-2019,8,2018-09-15 18:00:00,Piast Gliwice,Arka Gdynia,61,39,21,6,7,2,14,4,5,5,5,2,2,6,10,19,0,3,0,1,1,0,W
1652,2018-2019,8,2018-09-15 20:30:00,Wisła Kraków,Lechia Gdańsk,47,53,11,12,7,5,4,7,3,6,1,0,3,2,13,11,2,2,0,0,5,2,W
1653,2018-2019,8,2018-09-16 15:30:00,Pogoń Szczecin,Korona Kielce,47,53,8,15,0,4,8,11,1,10,0,1,3,0,8,12,0,2,0,0,1,1,D
1654,2018-2019,8,2018-09-16 18:00:00,Legia Warszawa,Lech Poznań,47,53,12,6,3,2,9,4,3,5,5,1,2,2,15,12,3,1,0,0,1,0,W
1655,2018-2019,8,2018-09-17 18:00:00,Zagłębie Sosnowiec,Górnik Zabrze,55,45,11,9,5,4,6,5,6,1,4,1,3,4,13,11,4,1,0,0,1,1,D
1656,2018-2019,9,2018-09-21 18:00:00,Pogoń Szczecin,Wisła Kraków,48,52,19,6,4,1,15,5,8,1,1,1,0,2,18,15,3,5,0,0,2,1,W
1657,2018-2019,9,2018-09-21 20:30:00,Arka Gdynia,Lech Poznań,46,54,5,15,2,5,3,10,6,12,3,1,5,1,14,17,0,2,0,0,1,0,W
1658,2018-2019,9,2018-09-22 15:30:00,Cracovia,Wisła Płock,48,52,10,15,5,7,5,8,1,3,2,0,6,2,19,18,0,2,0,0,3,1,W
1659,2018-2019,9,2018-09-22 18:00:00,Lechia Gdańsk,Zagłębie Lubin,39,61,12,6,5,5,7,1,3,6,1,2,2,2,16,11,2,3,0,0,3,3,D
1660,2018-2019,9,2018-09-22 20:30:00,Miedź Legnica,Legia Warszawa,44,56,8,14,4,9,4,5,6,7,3,2,5,3,12,10,3,1,0,0,1,4,L
1661,2018-2019,9,2018-09-23 15:30:00,Śląsk Wrocław,Piast Gliwice,46,54,14,15,4,3,10,12,3,3,2,0,2,0,10,15,2,2,0,0,4,1,W
1662,2018-2019,9,2018-09-23 18:00:00,Górnik Zabrze,Jagiellonia Białystok,49,51,10,11,4,6,6,5,6,6,5,4,3,3,11,14,3,3,0,0,1,3,L
1663,2018-2019,9,2018-09-24 18:00:00,Korona Kielce,Zagłębie Sosnowiec,63,37,14,6,8,3,6,3,5,2,6,3,2,5,9,20,3,2,0,0,3,1,W
1664,2018-2019,10,2018-01-10 18:00:00,Jagiellonia Białystok,Śląsk Wrocław,41,59,10,12,2,7,8,5,3,4,0,4,3,2,11,13,0,1,0,0,0,4,L
1665,2018-2019,10,2018-09-28 18:00:00,Wisła Płock,Lechia Gdańsk,37,63,14,13,4,2,10,11,3,5,1,0,2,3,13,17,3,3,0,0,1,0,W
1666,2018-2019,10,2018-09-28 20:30:00,Legia Warszawa,Arka Gdynia,57,43,11,8,2,2,9,6,5,4,0,1,1,1,12,17,1,3,0,0,1,1,D
1667,2018-2019,10,2018-09-29 15:30:00,Piast Gliwice,Górnik Zabrze,58,42,10,10,2,3,8,7,8,5,3,1,3,2,12,23,2,2,0,0,1,0,W
1668,2018-2019,10,2018-09-29 18:00:00,Zagłębie Lubin,Pogoń Szczecin,54,46,9,14,2,4,7,10,3,3,0,2,2,2,17,18,5,4,0,0,0,2,L
1669,2018-2019,10,2018-09-29 20:30:00,Wisła Kraków,Korona Kielce,61,39,8,11,4,4,4,7,4,1,2,2,3,4,8,15,3,2,0,0,0,1,L
1670,2018-2019,10,2018-09-30 15:30:00,Zagłębie Sosnowiec,Cracovia,41,59,12,11,4,5,8,6,4,2,1,1,4,3,16,17,3,2,1,0,1,1,D
1671,2018-2019,10,2018-09-30 18:00:00,Lech Poznań,Miedź Legnica,55,45,18,12,4,3,14,9,4,4,1,4,2,2,7,13,0,1,0,0,2,1,W
1672,2018-2019,11,2018-05-10 18:00:00,Miedź Legnica,Piast Gliwice,51,49,10,8,3,5,7,3,4,8,0,2,3,1,14,13,1,2,0,0,2,2,D
1673,2018-2019,11,2018-05-10 20:30:00,Górnik Zabrze,Lech Poznań,39,61,13,17,6,5,7,12,6,5,4,1,3,4,18,16,2,4,0,0,2,2,D
1674,2018-2019,11,2018-06-10 15:30:00,Pogoń Szczecin,Wisła Płock,50,50,15,8,7,2,8,6,5,3,1,2,2,3,16,20,4,5,0,0,4,0,W
1675,2018-2019,11,2018-06-10 18:00:00,Lechia Gdańsk,Zagłębie Sosnowiec,56,44,20,10,8,3,12,7,11,4,3,2,2,4,11,17,1,1,0,0,4,1,W
1676,2018-2019,11,2018-06-10 20:30:00,Śląsk Wrocław,Legia Warszawa,41,59,11,16,4,5,7,11,2,4,3,2,4,4,8,11,1,2,1,0,0,1,L
1677,2018-2019,11,2018-07-10 15:30:00,Arka Gdynia,Zagłębie Lubin,61,39,13,13,9,6,4,7,4,11,0,3,5,6,14,13,1,7,0,1,3,1,W
1678,2018-2019,11,2018-07-10 15:30:00,Korona Kielce,Jagiellonia Białystok,58,42,13,5,6,4,7,1,9,6,1,1,3,5,17,16,5,5,0,0,1,1,D
1679,2018-2019,11,2018-07-10 18:00:00,Cracovia,Wisła Kraków,48,52,12,7,4,3,8,4,9,6,2,1,1,4,18,12,4,1,0,0,0,2,L
1680,2018-2019,12,2018-10-19 18:00:00,Piast Gliwice,Lechia Gdańsk,49,51,7,11,2,3,5,8,1,1,2,1,2,1,10,14,1,3,0,0,1,1,D
1681,2018-2019,12,2018-10-19 20:30:00,Jagiellonia Białystok,Pogoń Szczecin,47,53,13,13,5,4,8,9,4,3,3,3,3,3,14,14,2,4,0,0,2,1,W
1682,2018-2019,12,2018-10-20 15:30:00,Zagłębie Sosnowiec,Miedź Legnica,38,62,18,18,9,10,9,8,3,6,3,0,9,6,14,13,3,2,0,0,3,1,W
1683,2018-2019,12,2018-10-20 18:00:00,Śląsk Wrocław,Arka Gdynia,58,42,19,7,3,6,16,1,4,2,3,1,4,2,12,16,3,1,0,0,1,2,L
1684,2018-2019,12,2018-10-20 20:30:00,Lech Poznań,Korona Kielce,41,59,12,11,3,3,9,8,3,3,0,3,2,1,18,10,0,0,0,0,2,1,W
1685,2018-2019,12,2018-10-21 15:30:00,Zagłębie Lubin,Wisła Płock,45,55,11,11,7,5,4,6,3,7,2,1,3,4,20,17,3,2,1,0,3,3,D
1686,2018-2019,12,2018-10-21 18:00:00,Legia Warszawa,Wisła Kraków,47,53,13,10,6,5,7,5,6,4,2,0,2,3,19,15,4,4,0,0,3,3,D
1687,2018-2019,12,2018-10-22 18:00:00,Cracovia,Górnik Zabrze,50,50,12,9,4,2,8,7,4,4,2,3,2,2,18,21,5,3,0,0,2,0,W
1688,2018-2019,13,2018-10-26 18:00:00,Miedź Legnica,Śląsk Wrocław,49,51,10,11,4,9,6,2,7,5,1,2,4,4,17,8,1,0,0,0,0,5,L
1689,2018-2019,13,2018-10-26 20:30:00,Jagiellonia Białystok,Legia Warszawa,33,67,16,15,3,4,13,11,4,4,0,2,3,2,17,16,3,2,0,0,1,1,D
1690,2018-2019,13,2018-10-27 15:30:00,Wisła Płock,Piast Gliwice,59,41,9,14,4,6,5,8,3,9,1,1,5,3,6,19,2,1,0,0,1,1,D
1691,2018-2019,13,2018-10-27 18:00:00,Lechia Gdańsk,Arka Gdynia,59,41,17,9,5,3,12,6,10,4,4,1,2,3,12,11,3,3,0,1,2,1,W
1692,2018-2019,13,2018-10-27 20:30:00,Pogoń Szczecin,Lech Poznań,50,50,13,10,5,3,8,7,8,6,5,0,3,2,14,17,1,2,0,0,3,0,W
1693,2018-2019,13,2018-10-28 15:30:00,Korona Kielce,Cracovia,57,43,14,9,2,7,12,2,7,6,2,1,6,2,16,17,3,2,0,0,0,1,L
1694,2018-2019,13,2018-10-28 18:00:00,Górnik Zabrze,Zagłębie Lubin,53,47,16,6,6,4,10,2,3,3,2,0,4,4,19,20,3,3,0,1,2,0,W
1695,2018-2019,13,2018-10-29 18:00:00,Wisła Kraków,Zagłębie Sosnowiec,66,34,13,20,9,6,4,14,5,6,2,2,4,7,13,15,0,1,0,0,2,2,D
1696,2018-2019,14,2018-02-11 18:00:00,Arka Gdynia,Pogoń Szczecin,54,46,15,18,6,7,9,11,5,5,0,1,4,4,18,12,1,3,0,0,2,3,L
1697,2018-2019,14,2018-02-11 20:30:00,Piast Gliwice,Wisła Kraków,39,61,22,8,6,4,16,4,11,2,2,0,4,4,14,13,1,3,0,0,2,0,W
1698,2018-2019,14,2018-03-11 15:30:00,Cracovia,Miedź Legnica,50,50,15,8,7,4,8,4,6,2,3,0,4,7,17,26,1,2,0,0,0,0,D
1699,2018-2019,14,2018-03-11 18:00:00,Śląsk Wrocław,Wisła Płock,68,32,8,13,1,7,7,6,2,6,1,0,4,1,17,20,1,2,0,1,0,3,L
1700,2018-2019,14,2018-03-11 20:30:00,Legia Warszawa,Górnik Zabrze,51,49,20,5,9,3,11,2,8,3,3,1,3,5,22,12,1,2,0,0,4,0,W
1701,2018-2019,14,2018-04-11 15:30:00,Zagłębie Lubin,Korona Kielce,57,43,5,18,3,9,2,9,1,3,4,0,8,3,14,16,5,4,0,0,0,1,L
1702,2018-2019,14,2018-04-11 18:00:00,Lech Poznań,Lechia Gdańsk,69,31,19,13,3,7,16,6,5,3,1,3,6,3,18,19,2,2,0,0,0,1,L
1703,2018-2019,14,2018-05-11 18:00:00,Zagłębie Sosnowiec,Jagiellonia Białystok,57,43,8,14,3,11,5,3,2,5,3,1,7,2,16,7,2,0,0,0,1,4,L
1704,2018-2019,15,2018-09-11 18:00:00,Górnik Zabrze,Śląsk Wrocław,49,51,15,13,5,4,10,9,6,6,0,8,2,3,14,14,4,2,0,0,2,2,D
1705,2018-2019,15,2018-09-11 20:30:00,Pogoń Szczecin,Legia Warszawa,51,49,10,11,3,5,7,6,5,4,1,3,4,1,12,12,4,2,0,0,2,1,W
1706,2018-2019,15,2018-10-11 15:30:00,Wisła Płock,Zagłębie Sosnowiec,54,46,15,11,9,4,6,7,8,6,2,0,4,7,13,22,1,3,0,0,2,0,W
1707,2018-2019,15,2018-10-11 18:00:00,Lechia Gdańsk,Cracovia,46,54,10,13,3,5,7,8,4,6,1,1,5,2,18,17,3,0,0,0,1,0,W
1708,2018-2019,15,2018-10-11 20:30:00,Wisła Kraków,Zagłębie Lubin,69,31,16,8,11,3,5,5,5,1,2,2,2,8,17,14,1,2,0,0,3,2,W
1709,2018-2019,15,2018-11-11 15:30:00,Korona Kielce,Piast Gliwice,48,52,14,8,7,3,7,5,7,4,1,1,3,6,21,15,1,5,0,0,1,0,W
1710,2018-2019,15,2018-11-11 15:30:00,Miedź Legnica,Arka Gdynia,50,50,9,9,5,7,4,2,2,3,1,0,3,5,14,13,4,1,0,0,0,4,L
1711,2018-2019,15,2018-11-11 18:00:00,Jagiellonia Białystok,Lech Poznań,52,48,19,10,7,6,12,4,9,5,5,3,4,5,19,8,2,1,0,0,2,2,D
1712,2018-2019,16,2018-11-23 18:00:00,Piast Gliwice,Zagłębie Sosnowiec,69,31,17,6,4,4,13,2,11,8,3,4,4,4,14,18,0,1,0,0,0,0,D
1713,2018-2019,16,2018-11-24 15:30:00,Korona Kielce,Górnik Zabrze,53,47,20,14,11,8,9,6,5,2,1,2,6,7,11,12,2,1,0,0,4,2,W
1714,2018-2019,16,2018-11-24 18:00:00,Lech Poznań,Wisła Płock,55,45,13,7,4,3,9,4,3,3,0,3,2,2,12,13,1,3,0,0,2,1,W
1715,2018-2019,16,2018-11-24 20:30:00,Cracovia,Śląsk Wrocław,53,47,15,19,5,6,10,13,2,9,0,2,5,4,14,19,1,4,0,0,1,1,D
1716,2018-2019,16,2018-11-25 13:00:00,Pogoń Szczecin,Miedź Legnica,59,41,15,9,10,4,5,5,8,5,2,1,4,8,9,14,1,4,0,0,2,0,W
1717,2018-2019,16,2018-11-25 15:30:00,Zagłębie Lubin,Legia Warszawa,51,49,8,16,2,4,6,12,3,5,3,2,3,2,17,21,3,2,0,0,0,1,L
1718,2018-2019,16,2018-11-25 18:00:00,Lechia Gdańsk,Jagiellonia Białystok,36,64,8,10,3,4,5,6,2,4,5,2,2,0,13,17,1,5,0,0,3,2,W
1719,2018-2019,16,2018-11-26 18:00:00,Arka Gdynia,Wisła Kraków,58,42,32,20,12,6,20,14,14,9,2,0,5,8,11,9,1,1,0,0,4,1,W
1720,2018-2019,17,2018-01-12 15:30:00,Wisła Płock,Górnik Zabrze,56,44,15,11,6,6,9,5,5,2,3,8,2,6,7,19,1,1,0,0,0,4,L
1721,2018-2019,17,2018-01-12 18:00:00,Miedź Legnica,Wisła Kraków,32,68,10,9,2,3,8,6,2,7,1,4,3,1,10,4,0,0,0,0,2,0,W
1722,2018-2019,17,2018-01-12 20:30:00,Legia Warszawa,Korona Kielce,49,51,12,7,7,3,5,4,3,3,2,2,3,4,20,26,3,4,0,1,3,0,W
1723,2018-2019,17,2018-02-12 15:30:00,Zagłębie Sosnowiec,Zagłębie Lubin,49,51,16,9,6,3,10,6,8,4,1,2,1,5,20,17,2,4,0,0,1,2,L
1724,2018-2019,17,2018-02-12 18:00:00,Cracovia,Lech Poznań,45,55,8,13,1,4,7,9,5,5,3,0,4,1,15,19,1,1,0,0,1,0,W
1725,2018-2019,17,2018-03-12 18:00:00,Piast Gliwice,Pogoń Szczecin,45,55,11,12,6,5,5,7,0,9,4,1,5,3,19,18,0,2,0,1,3,0,W
1726,2018-2019,17,2018-11-30 18:00:00,Śląsk Wrocław,Lechia Gdańsk,58,42,15,10,2,4,13,6,7,4,0,1,2,2,10,21,2,4,0,0,0,2,L
1727,2018-2019,17,2018-11-30 20:30:00,Jagiellonia Białystok,Arka Gdynia,51,49,19,13,8,5,11,8,7,3,1,0,4,5,8,22,0,2,1,0,3,1,W
1728,2018-2019,18,2018-07-12 18:00:00,Zagłębie Lubin,Piast Gliwice,39,61,12,15,7,4,5,11,4,6,3,0,2,5,12,17,2,7,0,0,2,2,D
1729,2018-2019,18,2018-07-12 20:30:00,Lech Poznań,Śląsk Wrocław,63,37,11,7,5,3,6,4,2,0,0,4,3,3,18,25,3,3,0,0,2,0,W
1730,2018-2019,18,2018-08-12 15:30:00,Pogoń Szczecin,Zagłębie Sosnowiec,55,45,14,7,5,3,9,4,4,5,2,2,3,4,12,22,2,3,0,1,1,0,W
1731,2018-2019,18,2018-08-12 18:00:00,Korona Kielce,Wisła Płock,49,51,10,4,7,3,3,1,5,7,1,2,1,5,24,17,4,3,0,0,2,2,D
1732,2018-2019,18,2018-08-12 20:30:00,Wisła Kraków,Jagiellonia Białystok,42,58,10,26,7,8,3,18,3,6,0,1,6,5,5,10,2,2,0,0,2,2,D
1733,2018-2019,18,2018-09-12 15:30:00,Górnik Zabrze,Miedź Legnica,46,54,13,20,6,4,7,16,3,5,3,1,1,5,15,13,2,3,0,0,1,3,L
1734,2018-2019,18,2018-09-12 18:00:00,Lechia Gdańsk,Legia Warszawa,42,58,11,8,2,2,9,6,7,5,1,2,2,2,13,13,1,1,0,0,0,0,D
1735,2018-2019,18,2018-10-12 18:00:00,Arka Gdynia,Cracovia,61,39,11,7,5,4,6,3,9,5,2,1,1,5,18,15,1,0,0,0,0,3,L
1736,2018-2019,19,2018-12-14 18:00:00,Wisła Płock,Wisła Kraków,51,49,22,8,5,3,17,5,10,3,2,2,1,4,17,16,3,1,0,0,1,2,L
1737,2018-2019,19,2018-12-14 20:30:00,Jagiellonia Białystok,Zagłębie Lubin,59,41,16,17,5,12,11,5,7,8,0,2,8,5,9,13,1,1,0,0,0,4,L
1738,2018-2019,19,2018-12-15 15:30:00,Cracovia,Pogoń Szczecin,44,56,17,17,6,5,11,12,4,4,1,3,4,4,17,20,3,3,0,1,2,1,W
1739,2018-2019,19,2018-12-15 18:00:00,Górnik Zabrze,Arka Gdynia,47,53,17,10,4,3,13,7,7,4,4,4,2,3,14,20,2,4,0,0,1,1,D
1740,2018-2019,19,2018-12-15 20:30:00,Legia Warszawa,Piast Gliwice,55,45,13,7,4,1,9,6,6,5,1,3,1,2,24,17,4,3,0,0,2,0,W
1741,2018-2019,19,2018-12-16 15:30:00,Śląsk Wrocław,Korona Kielce,42,58,9,18,6,2,3,16,2,7,3,0,1,5,12,26,3,5,1,0,1,1,D
1742,2018-2019,19,2018-12-16 18:00:00,Zagłębie Sosnowiec,Lech Poznań,60,40,11,9,3,8,8,1,3,6,4,0,2,3,12,11,2,1,0,0,0,6,L
1743,2018-2019,19,2018-12-17 18:00:00,Miedź Legnica,Lechia Gdańsk,51,49,9,14,3,4,6,10,3,3,2,1,4,3,11,10,3,2,0,0,0,0,D
1744,2018-2019,20,2018-12-20 18:00:00,Pogoń Szczecin,Śląsk Wrocław,54,46,15,10,6,2,9,8,3,6,5,2,1,4,5,12,1,4,0,0,2,1,W
1745,2018-2019,20,2018-12-20 20:30:00,Zagłębie Sosnowiec,Legia Warszawa,45,55,8,24,3,10,5,14,3,10,3,1,7,1,23,15,1,2,0,0,2,3,L
1746,2018-2019,20,2018-12-21 18:00:00,Arka Gdynia,Wisła Płock,67,33,13,9,6,6,7,3,13,1,1,2,3,3,21,11,1,2,0,0,3,3,D
1747,2018-2019,20,2018-12-21 18:00:00,Piast Gliwice,Jagiellonia Białystok,59,41,14,9,4,5,10,4,9,5,5,1,4,3,11,14,1,2,0,0,1,1,D
1748,2018-2019,20,2018-12-21 20:30:00,Wisła Kraków,Lech Poznań,48,52,11,14,4,5,7,9,4,4,1,3,4,4,14,10,0,0,0,0,0,1,L
1749,2018-2019,20,2018-12-22 15:30:00,Korona Kielce,Miedź Legnica,47,53,20,12,5,9,15,3,9,8,0,1,9,5,8,16,2,2,0,0,0,0,D
1750,2018-2019,20,2018-12-22 18:00:00,Lechia Gdańsk,Górnik Zabrze,45,55,11,12,5,1,6,11,3,12,2,1,1,1,10,9,1,2,0,0,4,0,W
1751,2018-2019,20,2018-12-22 18:00:00,Zagłębie Lubin,Cracovia,47,53,10,17,4,5,6,12,3,1,2,0,3,3,16,14,2,1,1,0,1,2,L
1752,2018-2019,21,2019-08-02 18:00:00,Miedź Legnica,Jagiellonia Białystok,58,42,12,7,3,5,9,2,7,5,2,0,2,3,12,10,2,1,1,0,0,3,L
1753,2018-2019,21,2019-08-02 20:30:00,Lech Poznań,Zagłębie Lubin,42,58,18,20,5,9,13,11,5,15,1,1,7,4,19,12,1,2,0,0,1,2,L
1754,2018-2019,21,2019-09-02 15:30:00,Śląsk Wrocław,Zagłębie Sosnowiec,46,54,23,8,9,2,14,6,12,5,2,1,2,7,21,14,2,3,0,1,2,0,W
1755,2018-2019,21,2019-09-02 18:00:00,Cracovia,Piast Gliwice,43,57,13,6,7,1,6,5,4,4,3,1,0,5,16,18,0,2,0,0,2,1,W
1756,2018-2019,21,2019-09-02 20:30:00,Lechia Gdańsk,Pogoń Szczecin,38,62,9,12,5,6,4,6,2,4,0,0,5,3,17,12,4,1,0,0,2,1,W
1757,2018-2019,21,2019-10-02 15:30:00,Arka Gdynia,Korona Kielce,54,46,11,14,5,5,6,9,7,3,4,2,3,4,14,16,3,1,0,0,1,2,L
1758,2018-2019,21,2019-10-02 18:00:00,Wisła Płock,Legia Warszawa,47,53,12,16,3,7,9,9,4,6,3,3,6,3,17,17,1,1,0,0,0,1,L
1759,2018-2019,21,2019-11-02 18:00:00,Górnik Zabrze,Wisła Kraków,47,53,21,12,5,5,16,7,3,7,2,0,5,3,13,13,2,1,0,0,2,0,W
